,district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,number_of_building,number_of_carpark,Address,Agriculture,Other_x,Others,Quotient,work,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other_y,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license,See other registration items,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
4458,Zhongzheng District,27.73,72.0,122.77,3,2,2,1,1,24000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4459,Zhongzheng District,9.27,107.0,77.9,2,2,1,1,1,16080000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4460,Zhongzheng District,7.89,107.0,67.62,1,1,1,1,1,12500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4461,Zhongzheng District,11.73,107.0,131.82,2,1,2,1,1,22000000.0,34.71,2450000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4462,Zhongzheng District,17.82,106.0,263.3,3,2,3,1,1,54780000.0,31.4,2500000,2019,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4463,Wenshan District,39.67,108.0,191.84,3,2,2,1,1,31000000.0,44.66,2000000,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4464,Zhongzheng District,6.39,108.0,62.85,2,1,1,1,1,16950000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4465,Zhongzheng District,5.94,108.0,60.65,2,1,1,1,1,17760000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4466,Wenshan District,26.32,98.0,152.18,3,2,2,1,1,18680000.0,36.41,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4467,Zhongzheng District,13.6,61.72727272727273,45.04,3,1,1,1,0,4800000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4468,Zhongzheng District,28.03,66.0,79.45,3,2,2,1,0,9000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4469,Wenshan District,33.37,97.0,79.62,1,1,1,1,1,8330000.0,0.0,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4470,Wenshan District,22.52,96.0,129.69,2,2,1,1,1,17960000.0,42.48,0,2019,12,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4471,Wenshan District,36.08,84.0,275.5,3,2,2,1,1,30000000.0,0.0,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4472,Zhongzheng District,7.01,108.0,83.83000000000001,2,1,1,1,1,23230000.0,13.93,2300000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4473,Wenshan District,19.17,89.0,80.38,2,2,2,1,1,11800000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4474,Zhongzheng District,36.0,61.72727272727273,94.08,3,1,1,1,0,20000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4475,Zhongshan Area,14.23,105.0,76.38,1,1,1,1,1,20880000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4476,Zhongshan Area,16.69,71.0,96.84,3,1,2,1,0,15620000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4477,Zhongshan Area,46.0,0.0,74.74,0,0,1,1,0,48000000.0,0.0,0,2019,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4478,Zhongshan Area,9.84,98.0,126.59,2,1,1,1,1,21020000.0,0.0,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4479,Zhongshan Area,3.0,68.0,27.42,1,1,1,1,1,4500000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4480,Zhongshan Area,9.5,56.0,23.38,1,1,1,1,0,2300000.0,0.0,0,2020,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4481,Zhongshan Area,6.63,93.0,70.09,4,2,1,1,1,17580000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4482,Zhongshan Area,7.7,72.0,51.92,1,1,1,1,1,9100000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4483,Zhongshan Area,47.09,89.0,155.69,3,2,2,1,1,25800000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4484,Neihu District,43.43,73.0,135.83,4,2,2,1,0,15800000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4485,Datong District,13.73,108.0,184.62,3,2,2,1,1,35500000.0,39.35,2700000,2019,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4486,Datong District,20.0,0.0,0.0,0,0,0,1,0,7800000.0,0.0,0,2020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4487,Wanhua District,32.79,103.0,338.91,3,2,2,1,1,52800000.0,0.0,0,2019,12,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4488,Zhongzheng District,5.01,108.0,51.47,1,1,1,1,1,16250000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4489,Datong District,21.86,68.0,82.15,1,1,1,1,0,13000000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4490,Datong District,43.82,68.0,164.3,1,1,2,1,0,35000000.0,0.0,0,2019,12,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4491,Songshan District,34.72,75.0,111.03,3,2,2,1,0,19000000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4492,Nangang District,16.2,83.0,138.41,0,1,1,1,1,28000000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4493,Songshan District,28.53,66.0,147.04000000000005,4,2,2,1,1,33000000.0,0.0,0,2019,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4494,Xinyi District,30.0,62.325,102.34,3,2,2,1,0,17900000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4495,Songshan District,42.62,63.82352941176471,103.75,5,2,1,1,0,24100000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4496,Nangang District,42.75,63.4,61.18,2,2,2,1,0,9200000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4497,Songshan District,9.58,69.0,94.76,2,2,1,1,1,22100000.0,0.0,0,2019,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4498,Nangang District,16.12,62.0,42.74,3,1,1,1,0,7300000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4499,Xinyi District,1.8,77.0,15.77,2,1,1,1,0,2200000.0,0.0,0,2020,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4500,Songshan District,22.68,67.0,122.26,2,2,2,1,1,32000000.0,0.0,0,2019,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4501,Songshan District,5.9,72.0,62.5,3,2,2,1,1,4000000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4502,Songshan District,10.28,75.3529411764706,105.57,3,2,2,1,1,11800000.0,0.0,0,2019,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4503,Songshan District,0.13,75.0,78.78,0,0,0,1,0,4400000.0,78.78,4400000,2019,12,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4504,Songshan District,19.37,78.0,144.1,4,2,2,1,1,32500000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4505,Xinyi District,90.44,86.0,1200.35,0,0,0,0,1,330952538.0,114.44,0,2019,12,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4506,Xinyi District,25.98,70.0,87.84,3,2,3,1,0,11000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4507,Xinyi District,11.98,0.0,86.96,3,2,2,1,0,8342381.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4508,Xinyi District,13.92,63.0,30.45,3,2,2,1,0,4400000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4509,Xinyi District,23.81,79.0,60.95,3,2,2,1,0,8000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4510,Songshan District,7.73,98.0,28.21,3,2,2,1,1,6225000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4511,Zhongshan Area,108.43,62.0,626.66,0,0,0,0,1,106880000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4512,Neihu District,24.76,93.0,116.22,0,0,0,0,1,17600000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4513,Neihu District,45.59,78.0,161.47,3,2,2,1,1,7570000.0,0.0,0,2019,11,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4514,Zhongshan Area,46.78,71.0,289.81,10,0,10,1,0,41000000.0,0.0,0,2019,10,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4515,Zhongshan Area,35.5,60.0,96.4,3,2,1,1,0,13006000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4516,Neihu District,33.87,108.0,217.28,4,2,2,1,0,41080000.0,38.92,0,2019,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4517,Neihu District,38.23,108.0,235.63,4,2,3,1,0,43500000.0,34.2,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4518,Zhongshan Area,3.05,85.0,35.37000000000001,1,1,1,1,1,6800000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4519,shihlin,53.55,0.0,0.0,0,0,0,1,0,2588800.0,0.0,0,2019,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4520,Beitou,43.02,0.0,0.0,0,0,0,1,0,390000.0,0.0,0,2020,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4521,shihlin,33.12,71.0,82.41,3,2,2,1,0,13400000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4522,Beitou,35.0,0.0,0.0,0,0,0,1,0,2500000.0,0.0,0,2020,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4523,shihlin,37.25,65.0,104.88,3,2,2,1,0,17500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4524,Beitou,8.63,94.0,43.92,1,1,1,1,1,5850000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4525,Beitou,45.75,61.0,121.02,3,1,1,1,0,23000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4526,Beitou,22.75,61.0,66.42,2,1,1,1,0,9000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4527,shihlin,20.66,101.0,255.54,3,2,2,1,1,42800000.0,85.67,0,2019,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4528,Daan District,61.4,105.0,529.31,4,2,4,1,1,165880000.0,88.8,0,2019,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4529,Daan District,20.29,108.0,177.0,3,2,2,1,1,53600000.0,45.42,3100000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4530,Daan District,20.16,108.0,130.75,3,2,2,1,1,45000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4531,Daan District,20.16,108.0,176.17,3,2,2,1,1,48200000.0,45.42,2900000,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4532,Daan District,24.62,0.0,306.05,0,0,0,0,0,125000000.0,0.0,0,2019,12,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4533,Daan District,21.85,97.0,215.36,4,2,3,1,1,51680000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4534,Daan District,49.18,84.0,167.66,4,2,2,1,1,40000000.0,0.0,0,2019,11,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4535,Daan District,2.04,80.0,16.9,0,0,0,1,1,1850000.0,16.9,1850000,2019,12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4536,shihlin,18.3,105.0,162.87,3,2,2,1,1,17000000.0,32.12,0,2019,12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4537,Beitou,115.81,0.0,0.0,0,0,0,1,0,40000000.0,0.0,0,2019,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4538,Beitou,30.07,69.0,161.63,4,2,2,1,1,26680000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4539,Beitou,68.06,62.0,52.92,8,0,3,1,0,30880000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4540,Datong District,29.87,101.0,284.43,3,2,2,1,1,47000000.0,0.0,5000000,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4541,Wanhua District,9.98,76.0,58.29,1,1,1,1,1,9300000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4542,Wenshan District,18.58,84.0,145.38,3,2,1,1,1,16880000.0,44.99,2000000,2019,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4543,Wenshan District,0.21,87.0,32.55,0,0,0,1,1,1600000.0,32.55,1600000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4544,Wenshan District,0.21,87.0,32.55,0,0,0,1,1,1600000.0,32.55,1600000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4545,Wenshan District,36.24,92.0,54.39,1,1,1,1,1,8350000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4546,Neihu District,17.89,101.0,77.77000000000002,2,2,1,1,1,13680000.0,7.26,1500000,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4547,Neihu District,41.08,82.0,132.25,3,2,2,1,1,18380000.0,30.35,2000000,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4548,Neihu District,41.25,0.0,0.0,0,0,0,1,0,9700000.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4549,Neihu District,41.25,67.0,120.84,3,2,2,1,0,9700000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4550,Neihu District,37.22,91.0,218.38,4,2,2,1,1,41800000.0,40.97,2500000,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4551,Zhongshan Area,4.45,68.0,41.0,1,1,1,1,1,6600000.0,0.0,0,2019,11,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4552,Neihu District,27.15,72.0,98.56,3,2,2,1,0,14650000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4553,Neihu District,10.04,82.0,32.54,0,0,0,1,1,2000000.0,32.54,2000000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4554,Xinyi District,2.0,98.0,10.15,0,0,0,1,1,12000000.0,10.12,12000000,2019,12,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4555,Xinyi District,9.52,95.0,146.95999999999995,1,1,1,1,1,19000000.0,98.07,8400000,2019,12,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4556,Daan District,25.93,72.0,127.3,3,2,2,1,0,33000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4557,Daan District,45.5,101.0,266.96000000000004,5,2,3,1,1,56200000.0,10.41,6000000,2019,10,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4558,Beitou,14.93,107.0,191.78,3,2,2,1,1,43000000.0,38.94,2500000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4559,shihlin,4.58,90.0,56.75,0,0,0,1,1,2900000.0,56.75,2900000,2019,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4560,Beitou,26.39,71.0,80.91,3,1,1,1,0,2196194.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4561,shihlin,8.33,70.0,53.85,3,2,2,1,1,8520000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4562,Beitou,17.52,107.0,221.35,3,2,2,1,1,55000000.0,38.94,2700000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4563,shihlin,28.67,68.0,99.31,3,2,2,1,0,15700000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4564,Songshan District,26.48,68.0,144.94,4,2,3,1,1,32500000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4565,Xinyi District,0.5,0.0,0.0,0,0,0,1,0,135750.0,0.0,0,2020,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4566,Songshan District,10.43,107.0,140.76999999999995,3,2,2,1,1,10000000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4567,Xinyi District,39.1,76.0,154.34,4,2,2,1,0,24150000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4568,Zhongshan Area,65.11,93.0,218.25,4,2,2,1,1,52800000.0,30.27,2500000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4569,Neihu District,26.99,73.0,105.33,4,2,2,1,0,14100000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4570,Neihu District,34.3,69.0,130.32,3,2,2,1,0,16000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4571,Zhongshan Area,22.45,72.0,119.09,4,2,2,1,0,22100000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
