,district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,number_of_building,number_of_carpark,Address,Agriculture,Other_x,Others,Quotient,work,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other_y,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license,See other registration items,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
2281,Wanhua District,20.74,70.0,87.78999999999998,2,2,2,1,0,13360000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2282,Datong District,33.12,88.0,146.71,3,2,2,1,1,20380000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2283,Wanhua District,15.15,82.0,193.7,4,2,2,1,1,26800000.0,0.0,2800000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2284,Datong District,35.67,0.0,35.7,0,0,0,0,0,7000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2285,Wanhua District,15.23,0.0,0.0,0,0,0,1,0,63896.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2286,Wanhua District,9.32,108.0,136.68,2,2,1,1,1,21900000.0,43.22,2800000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2287,Neihu District,25.57,100.0,176.65,3,2,2,1,1,24040000.0,39.58,2500000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2288,Neihu District,44.13,107.0,103.01,0,0,0,0,0,16780000.0,32.05,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2289,Neihu District,26.77,72.0,123.51,2,2,1,1,0,17180000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2290,Zhongshan Area,8.08,104.0,81.05,1,1,1,1,1,20000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2291,Neihu District,39.9,96.0,302.67,4,2,3,1,1,52000000.0,64.26,5000000,2019,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2292,Zhongshan Area,4.19,76.0,42.0,0,0,0,0,1,11000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2293,Neihu District,51.8,79.0,261.25,5,3,4,1,0,29680000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2294,Neihu District,48.59,103.0,310.11,4,2,2,1,1,66000000.0,86.66,0,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2295,Neihu District,43.98,0.0,0.0,0,0,0,1,0,22800000.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2296,Neihu District,28.65,70.0,112.02,3,2,3,1,0,10000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2297,Zhongshan Area,0.83,104.0,8.299999999999999,0,0,0,1,1,1600000.0,8.3,1600000,2019,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2298,Neihu District,42.18,108.0,184.74,3,2,2,1,1,35150000.0,21.78,1300000,2019,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2299,Neihu District,20.56,70.0,117.26,3,2,2,1,1,16550000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2300,Zhongshan Area,27.75,65.0,97.52,4,2,2,1,0,15000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2301,Zhongshan Area,8.0,68.0,64.24000000000001,2,1,1,1,1,12500000.0,0.0,0,2019,11,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2302,Neihu District,6.42,0.0,126.81,0,0,0,1,1,11400000.0,126.81,11400000,2019,11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2303,Neihu District,5.78,0.0,103.76,0,0,0,1,1,6000000.0,103.76,6000000,2019,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2304,Neihu District,3.85,0.0,86.46,0,0,0,1,1,8400000.0,86.46,8400000,2019,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2305,Zhongshan Area,0.07,0.0,0.09,0,0,0,1,1,2300000.0,17.62,2300000,2019,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2306,Neihu District,0.84,0.0,41.04,0,0,0,1,1,2400000.0,41.04,2400000,2019,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2307,Zhongshan Area,56.75,60.0,173.65,5,2,2,1,0,33000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2308,Neihu District,39.18,73.0,104.35,3,2,1,1,1,15460000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2309,Neihu District,22.15,104.0,58.09,3,1,1,1,1,10680000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2310,Neihu District,21.3,96.0,97.42,2,1,1,1,1,18950000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2311,Zhongshan Area,6.09,76.0,37.86,1,1,1,1,1,6480000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2312,Neihu District,34.58,73.0,104.34,3,2,1,1,1,16700000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2313,Neihu District,47.78,88.0,175.04000000000005,3,2,2,1,1,33200000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2314,Zhongshan Area,31.0,68.0,109.98,3,2,2,1,0,16650000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2315,Neihu District,29.18,78.0,110.21,2,1,1,1,0,11200000.0,0.0,0,2019,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2316,Zhongshan Area,11.98,105.0,131.55,1,2,1,1,1,22300000.0,0.0,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2317,Xinyi District,22.47,80.875,122.26,3,1,1,1,1,22000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2318,Songshan District,0.0,82.0,47.01000000000001,0,0,0,1,1,2350000.0,47.02,2350000,2019,12,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2319,Nangang District,43.08,84.0,191.93,4,2,2,1,1,33000000.0,0.0,3000000,2019,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2320,Songshan District,2.36,95.0,30.55,1,1,1,1,1,10390000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2321,Songshan District,2.57,95.0,33.36,0,1,1,1,1,12000000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2322,Songshan District,15.57,68.0,123.3,3,2,2,1,1,26000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2323,Xinyi District,43.25,64.0,115.97,3,2,2,1,0,17540000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2324,Xinyi District,18.44,107.0,154.13,3,1,2,1,1,37360000.0,33.86,2700000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2325,Nangang District,29.56,75.71428571428571,100.69,3,2,2,1,0,9650000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2326,Zhongshan Area,19.45,107.0,87.97,1,1,1,1,1,17800000.0,13.37,1800000,2019,12,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2327,Xinyi District,10.84,85.0,53.01000000000001,1,1,1,1,1,9000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2328,Songshan District,6.15,73.0,66.93,2,1,1,1,1,4400000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2329,Songshan District,10.49,69.0,67.95,2,1,2,1,1,9000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2330,Nangang District,55.76,101.0,343.1,0,0,0,0,0,67880000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2331,shihlin,30.33,67.0,96.06,3,2,2,1,0,15430000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2332,shihlin,21.67,108.0,244.98,3,2,2,1,0,61600000.0,38.1,2600000,2016,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2333,shihlin,18.29,108.0,206.46,3,2,2,1,0,55770000.0,38.1,3000000,2016,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2334,shihlin,18.29,108.0,206.46,3,2,2,1,0,55600000.0,38.1,3400000,2016,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2335,shihlin,21.98,108.0,284.24,3,2,2,1,0,63380000.0,76.2,5300000,2016,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2336,shihlin,21.82,108.0,282.16,3,2,2,1,0,69680000.0,76.2,6000000,2016,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2337,shihlin,18.29,108.0,212.9,3,2,2,1,0,55300000.0,38.1,2700000,2016,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2338,shihlin,21.82,108.0,282.16,3,2,2,1,0,69120000.0,76.2,5400000,2016,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2339,shihlin,17.37,108.0,197.65,3,2,2,1,0,48500000.0,38.1,2600000,2017,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2340,shihlin,21.82,108.0,283.48,3,2,2,1,0,68880000.0,76.2,6000000,2016,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2341,shihlin,18.44,108.0,244.57,3,2,2,1,0,57700000.0,76.2,6000000,2016,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2342,shihlin,18.44,108.0,250.14,3,2,2,1,0,56180000.0,76.2,5800000,2016,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2343,shihlin,18.29,108.0,206.46,3,2,2,1,0,54200000.0,38.1,3000000,2016,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2344,shihlin,29.13,74.0,144.34,4,2,2,1,1,31200000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2345,Beitou,120.79,84.0,304.22,4,2,3,1,1,33859573.0,123.76,0,2019,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2346,shihlin,62.48,54.0,83.16,2,2,3,1,0,32000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2347,shihlin,11.31,72.0,55.7,4,2,2,1,1,8000000.0,0.0,0,2019,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2348,shihlin,34.71,70.0,120.28,4,2,2,1,0,16080000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2349,Beitou,5.78,73.0,32.44,0,0,0,0,1,2150000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2350,shihlin,66.84,98.0,172.33,3,2,2,1,1,20000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2351,Beitou,12.15,98.0,127.86,1,1,1,1,1,16500000.0,46.01,1800000,2019,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2352,shihlin,37.64,84.0,165.93,3,2,2,1,1,24500000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2353,shihlin,57.22,69.0,271.0,4,2,3,1,1,36800000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2354,shihlin,28.26,73.0,111.59,3,2,2,1,1,20800000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2355,Beitou,113.8,0.0,0.0,0,0,0,1,0,3020000.0,0.0,0,2019,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2356,Beitou,32.75,67.0,90.29,3,1,1,1,0,4230000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2357,Beitou,49.25,86.0,150.36,3,2,2,1,1,16880000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2358,Beitou,12.45,97.0,121.82,2,1,1,1,1,14500000.0,40.01,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2359,Daan District,17.69,75.0,118.05,3,2,2,1,1,22000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2360,Daan District,480.49,72.625,3568.99,0,0,0,0,1,1040000000.0,0.0,0,2019,11,10,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2361,Daan District,26.72,78.22222222222223,180.10000000000005,4,2,3,1,1,21000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2362,Daan District,61.4,105.0,529.31,4,2,4,1,1,201330000.0,88.8,0,2019,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2363,Daan District,61.4,105.0,529.31,4,2,4,1,1,201340000.0,88.8,0,2019,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2364,Zhongzheng District,16.3,78.0,165.47,3,2,2,1,0,39000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2365,Zhongzheng District,4.32,98.0,38.15,1,0,1,1,1,14300000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2366,Wenshan District,20.66,0.0,0.0,0,0,0,1,0,210000.0,0.0,0,2019,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2367,Wenshan District,14.09,92.0,116.47,3,2,2,1,1,18500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2368,Neihu District,31.51,72.0,113.86,3,2,2,1,0,12500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2369,Neihu District,11.79,86.0,82.09,2,1,1,1,1,11000000.0,0.0,2000000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2370,Zhongshan Area,11.22,95.0,88.77,1,1,1,1,1,16600000.0,28.49,3000000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2371,Zhongshan Area,4.17,85.0,43.92,1,1,1,1,1,8500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2372,Zhongshan Area,14.69,73.0,81.23,2,1,1,1,1,15800000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2373,Neihu District,46.57,88.0,248.71,4,2,2,1,1,30000000.0,0.0,0,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2374,Songshan District,40.75,71.0,107.2,3,2,2,1,0,17430000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2375,Songshan District,0.94,91.0,44.94000000000001,0,0,0,1,1,2700000.0,0.0,2700000,2019,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2376,Beitou,25.44,69.0,84.14,3,2,2,1,0,10800000.0,0.0,0,2019,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2377,shihlin,265.0,0.0,0.0,0,0,0,1,0,2300000.0,0.0,0,2019,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2378,shihlin,4.54,87.0,28.630000000000006,1,0,1,1,1,7000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2379,Beitou,2.73,94.0,24.880000000000006,1,1,1,1,1,4050000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2380,shihlin,30.33,61.0,71.34,2,1,1,1,0,10500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2381,Daan District,28.84,72.0,105.09,4,2,1,1,0,20660000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2382,Daan District,11.4,74.0,105.8,3,2,2,1,1,29000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2383,Daan District,29.75,105.0,282.74,3,2,3,1,1,91000000.0,61.87,8000000,2019,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2384,Beitou,13.86,80.0,132.76,3,2,2,1,1,14880000.0,0.0,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2385,shihlin,31.97,85.0,238.31,3,2,2,1,1,58000000.0,0.0,2500000,2019,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2386,shihlin,855.59,0.0,0.0,0,0,0,1,0,25800000.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2387,Beitou,19.17,107.0,136.48000000000002,2,2,1,1,1,20290000.0,50.04,2300000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2388,shihlin,15.11,98.0,133.3,3,1,1,1,1,22380000.0,17.23,1900000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2389,shihlin,717.54,58.0,184.56,2,1,1,1,0,46000000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2390,Xinyi District,20.55,86.0,94.77,2,2,2,1,1,23720000.0,0.0,3500000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2391,Songshan District,32.62,63.0,88.12,3,2,1,1,0,13100000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2392,Songshan District,8.63,72.0,57.84,2,1,1,1,1,15200000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2393,Songshan District,8.49,75.3529411764706,102.39,2,2,2,1,1,20380000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2394,Xinyi District,34.25,61.0,78.0,2,2,1,1,0,15180000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
