Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
863,11.86,Quotient,108.0,153.04999999999995,3,1,2,1,1,45250000.0,295655.01470107806,15.3,2000000,2019,4,1911.0,1,1,1
864,11.57,Quotient,108.0,149.5,3,1,2,1,1,43050000.0,287959.86622073577,15.3,2000000,2019,4,1911.0,1,1,1
865,11.86,Quotient,108.0,153.04999999999995,3,1,2,1,1,45960000.0,300294.02156158123,15.3,2000000,2019,4,1911.0,1,1,1
866,11.5,Quotient,108.0,148.79999999999995,3,1,2,1,1,39440000.0,265053.76344086026,15.3,2000000,2019,4,1911.0,1,1,1
887,27.06,Quotient,102.0,588.12,4,2,5,1,1,116000000.0,197238.65877712032,41.17,0,2019,4,1917.0,1,1,4
932,28.76,Address,79.0,256.86,5,1,4,1,1,72200000.0,281086.9734485712,0.0,0,2019,3,1940.0,2,1,0
1046,23.17,Quotient,92.0,335.98,0,0,0,0,1,66360000.0,197511.75665218168,0.0,0,2019,4,1927.0,1,1,0
1048,11.9,Quotient,108.0,153.77,3,1,2,1,1,42630000.0,277232.2299538271,15.3,2000000,2019,4,1911.0,1,1,1
1051,11.9,Quotient,108.0,153.77,3,1,2,1,1,46190000.0,300383.6899265136,15.3,2000000,2019,4,1911.0,1,1,1
1052,11.5,Quotient,108.0,148.79999999999995,3,1,2,1,1,40770000.0,273991.935483871,15.3,2000000,2019,4,1911.0,1,1,1
1053,11.57,Quotient,108.0,149.5,3,1,2,1,1,42630000.0,285150.5016722408,15.3,2000000,2019,4,1911.0,1,1,1
1054,11.57,Quotient,108.0,149.5,3,1,2,1,1,40980000.0,274113.712374582,15.3,2000000,2019,4,1911.0,1,1,1
1055,11.5,Quotient,108.0,148.79999999999995,3,1,2,1,1,42550000.0,285954.30107526877,15.3,2000000,2019,4,1911.0,1,1,1
1056,11.57,Quotient,108.0,149.5,3,1,2,1,1,42360000.0,283344.48160535115,15.3,2000000,2019,4,1911.0,1,1,1
1057,11.9,Quotient,108.0,153.77,3,1,2,1,1,44150000.0,287117.12297587306,15.3,2000000,2019,4,1911.0,1,1,1
1058,11.86,Quotient,108.0,137.76,3,1,2,1,1,41840000.0,303716.6085946574,0.0,0,2019,4,1911.0,1,1,0
1061,20.72,Quotient,105.0,295.3400000000001,1,2,3,1,1,90000000.0,304733.5274598767,68.86,6500000,2019,4,1914.0,4,1,2
