district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
12,22.53,64.0,285.07,6,2,4,1,1,81280000.0,285122.9522573403,0.0,0,2019,3,1955.0,1,1,0
12,3.82,86.0,36.44,2,1,1,1,1,11980000.0,328759.6048298573,0.0,0,2019,4,1933.0,1,1,0
12,34.2,103.0,551.5,1,2,5,1,1,230800000.0,418495.0135992747,91.14,8000000,2019,4,1916.0,1,1,2
12,33.7,103.0,535.37,1,2,5,1,1,228880000.0,427517.4178605449,79.0,8000000,2019,4,1916.0,1,1,2
12,7.23,94.0,46.16,1,1,2,1,1,18880000.0,409012.13171577133,3.49,2000000,2019,4,1925.0,1,1,1
3,24.53,92.0,181.44,2,2,2,1,1,32950000.0,181602.73368606702,0.0,0,2019,4,1927.0,2,2,0
3,29.25,73.0,98.91,3,2,2,1,0,13560000.0,137094.32817713072,0.0,0,2019,4,1946.0,1,1,0
7,14.41,85.0,59.57,1,1,1,1,1,12380000.0,207822.72956186,0.0,0,2019,4,1934.0,1,1,1
7,39.72,56.0,58.97,6,0,3,1,0,9565000.0,162201.11921315925,0.0,0,2019,2,1963.0,2,1,0
7,18.29,108.0,212.9,3,2,2,1,0,55500000.0,260685.7679661813,38.1,2900000,2019,4,1911.0,2,1,1
7,21.67,108.0,244.06,3,2,2,1,0,69800000.0,285995.2470703925,38.1,3400000,2017,1,1909.0,2,1,1
7,18.29,108.0,206.46,3,2,2,1,0,58180000.0,281797.9269592173,38.1,3400000,2017,1,1909.0,2,1,1
7,54.33,56.0,105.89,2,2,1,1,0,12000000.0,113325.14873925774,0.0,0,2018,4,1962.0,2,1,0
7,39.72,56.0,58.97,6,0,3,1,0,9565000.0,162201.11921315925,0.0,0,2019,2,1963.0,2,1,0
3,4.49,69.0,33.85,1,1,1,1,0,3250000.0,96011.81683899557,0.0,0,2019,4,1950.0,1,1,0
7,27.85,70.0,124.38,3,2,2,1,0,15000000.0,120598.16690786301,0.0,0,2019,4,1949.0,3,1,0
7,28.65,0.0,0.0,0,0,0,1,0,410000.0,14310.645724258291,0.0,0,2019,4,2019.0,4,0,0
4,28.25,63.4,69.31,1,1,1,1,0,10600000.0,152936.0842591257,0.0,0,2019,4,1955.6,1,1,0
11,15.22,107.0,114.3,3,2,2,1,1,26300000.0,230096.23797025371,0.0,0,2019,3,1912.0,1,1,0
4,24.62,75.71428571428571,83.76,3,2,2,1,0,12800000.0,152817.5740210124,0.0,0,2019,4,1943.2857142857144,5,1,0
9,38.38,66.0,84.57,3,2,1,1,0,17500000.0,206929.1711008632,0.0,0,2019,4,1953.0,3,1,0
4,25.46,100.0,168.37,3,2,2,1,0,31800000.0,188869.7511433153,42.93,0,2019,4,1919.0,1,1,1
9,16.46,74.39024390243901,99.09,3,2,1,1,1,21850000.0,220506.6101523867,0.0,0,2019,4,1944.6097560975606,1,1,0
9,9.76,106.0,93.47,2,2,1,1,1,18000000.0,192575.1578046432,0.0,0,2019,4,1913.0,1,1,0
11,19.11,71.0,100.42,3,2,2,1,0,20880000.0,207926.70782712605,0.0,0,2019,4,1948.0,1,1,0
11,20.0,79.0,59.94,2,1,1,1,0,13600000.0,226893.5602268936,0.0,0,2019,4,1940.0,1,1,0
11,8.25,0.0,0.0,0,0,0,1,0,370920.0,44960.0,0.0,0,2019,4,2019.0,1,0,0
6,8.95,107.0,128.43,1,1,1,1,1,21380000.0,166472.0080977965,41.04,2950000,2019,4,1912.0,1,1,1
6,24.6,67.0,90.4,3,2,2,1,0,13000000.0,143805.30973451326,0.0,0,2019,4,1952.0,2,1,0
6,166.52,0.0,0.0,0,0,0,1,0,88153646.0,529387.7372087437,0.0,0,2019,4,2019.0,1,0,0
6,322.19,0.0,0.0,0,0,0,1,0,170561502.0,529381.7374840933,0.0,0,2019,4,2019.0,1,0,0
6,148.83,0.0,0.0,0,0,0,1,0,78788500.0,529385.8765033929,0.0,0,2019,4,2019.0,1,0,0
6,715.12,0.0,0.0,0,0,0,1,0,378564862.0,529372.4997203265,0.0,0,2019,4,2019.0,2,0,0
8,27.88,82.0,157.99,3,2,2,1,1,11600000.0,73422.36850433571,35.78,0,2019,4,1937.0,1,2,1
6,26.27,73.0,94.69,3,2,2,1,1,14000000.0,147850.88182490232,0.0,0,2019,3,1946.0,1,1,0
8,4.92,66.0,30.3,0,0,0,0,1,4500000.0,148514.8514851485,0.0,0,2019,4,1953.0,1,1,0
6,40.48,108.0,234.83,4,2,2,1,1,30820000.0,131243.87855044074,71.46,5600000,2019,4,1911.0,1,1,2
6,40.42,108.0,199.1,4,2,2,1,1,27920000.0,140231.0396785535,35.73,2700000,2019,4,1911.0,1,1,1
6,31.04,82.0,102.03,3,2,1,1,1,14680000.0,143879.25120062727,0.0,0,2019,4,1937.0,1,1,0
6,265.0,0.0,0.0,0,0,0,1,0,17101000.0,64532.07547169812,0.0,0,2019,4,2019.0,1,0,0
6,56.97,104.0,293.3,3,2,2,1,1,69000000.0,235254.00613706105,33.44,2350000,2019,4,1915.0,1,1,1
8,3.17,71.0,32.31,0,0,0,0,1,4800000.0,148560.81708449396,0.0,0,2019,4,1948.0,1,1,0
6,74.48,99.0,386.52,4,2,3,1,1,66500000.0,172048.01821380525,70.42,0,2019,4,1920.0,1,1,2
6,136.58,87.0,234.69,5,2,4,1,1,38800000.0,165324.47057820956,0.0,0,2019,4,1932.0,1,1,0
6,5.5,0.0,0.0,0,0,0,1,0,205920.0,37440.0,0.0,0,2019,4,2019.0,1,0,0
8,5.37,69.0,48.97,1,0,1,1,1,9400000.0,191954.25770880128,0.0,0,2019,4,1950.0,3,1,0
10,14.06,70.0,57.45,2,1,1,1,0,11500000.0,200174.06440382946,0.0,0,2019,4,1949.0,1,1,0
5,4.36,86.0,39.88,0,0,0,0,1,6080000.0,152457.37211634906,0.0,0,2019,4,1933.0,2,1,0
5,16.49,0.0,141.88,3,2,2,1,0,17000000.0,119819.56583027913,0.0,0,2019,4,2019.0,1,1,0
10,0.21,71.0,0.06000000000000001,2,1,0,1,1,10000.0,166666.66666666663,0.0,0,2019,4,1948.0,1,1,0
2,53.48,102.0,206.68,4,2,2,1,1,29200000.0,141281.20766402167,0.0,0,2019,4,1917.0,1,1,1
2,33.16,87.0,145.0,3,2,2,1,1,18500000.0,127586.20689655172,0.0,0,2019,4,1932.0,1,1,1
5,23.86,101.0,287.24,4,2,2,1,1,69500000.0,241957.94457596441,0.0,0,2019,4,1918.0,1,1,0
5,10.88,108.0,154.45,3,2,2,1,1,30800000.0,199417.28714794433,39.34,3800000,2019,4,1911.0,3,1,2
5,13.77,108.0,184.91,3,2,2,1,1,36880000.0,199448.3802931156,39.34,3800000,2019,4,1911.0,3,1,2
2,21.33,0.0,50.15,2,1,1,1,0,6600000.0,131605.18444666002,0.0,0,2019,4,2019.0,2,1,0
10,0.14,85.0,26.83,0,0,0,1,1,1000000.0,37271.71077152441,0.0,1000000,2019,4,1934.0,0,0,1
1,37.14,0.0,0.0,0,0,0,1,0,454405.0,12234.921917070544,0.0,0,2019,4,2019.0,16,0,0
1,4.23,0.0,0.0,0,0,0,1,0,45595.0,10778.959810874705,0.0,0,2019,4,2019.0,6,0,0
1,46.07,74.0,134.89,4,2,2,1,0,17500000.0,129735.33990659054,0.0,0,2019,4,1945.0,1,1,0
1,83.76,67.0,62.94,2,2,2,1,0,13000000.0,206545.91674610745,0.0,0,2019,4,1952.0,19,1,0
1,50.5,0.0,114.76,5,2,2,1,0,18800000.0,163820.14639247124,0.0,0,2019,4,2019.0,1,1,0
1,30.32,72.0,109.14,3,2,2,1,1,14300000.0,131024.37236576875,0.0,0,2019,4,1947.0,1,1,0
1,16.09,84.0,53.26000000000001,2,2,1,1,1,7300000.0,137063.46226060833,0.0,0,2019,4,1935.0,1,1,0
1,120.84,78.0,285.81,5,2,4,1,0,37000000.0,129456.63202827053,0.0,0,2019,4,1941.0,2,1,0
10,17.81,107.0,176.61,3,2,2,1,1,31000000.0,175527.9995470245,32.06,0,2019,4,1912.0,1,1,1
10,9.55,107.0,96.94,2,2,1,1,1,31500000.0,324943.2638745616,0.0,0,2019,4,1912.0,2,1,0
1,35.13,105.0,268.76,4,2,2,1,1,40000000.0,148831.6713796696,72.18,3600000,2019,4,1914.0,3,1,2
10,27.36,63.0,84.83,4,2,3,1,0,23880000.0,281504.1848402688,0.0,0,2019,4,1956.0,1,1,0
1,34.59,95.0,125.9,3,2,2,1,1,21350000.0,169579.03097696585,10.26,0,2019,4,1924.0,1,1,1
1,17.51,72.0,89.04,3,2,2,1,0,8500000.0,95462.71338724167,0.0,0,2019,4,1947.0,1,1,0
1,15.3,70.0,53.59,3,2,2,1,0,5730000.0,106922.93338309387,0.0,0,2019,4,1949.0,1,1,0
1,15.38,103.0,154.31,2,2,2,1,1,22500000.0,145810.38169917694,38.62,0,2019,4,1916.0,1,1,1
1,16.56,84.0,80.42,1,1,1,1,0,9500000.0,118129.81845312113,0.0,0,2019,4,1935.0,1,1,0
10,25.88,70.0,83.37,2,2,1,1,0,13840000.0,166006.95693894685,0.0,0,2019,4,1949.0,2,1,0
10,2.5,96.0,18.28,0,0,0,1,1,1900000.0,103938.73085339168,0.0,1900000,2019,4,1923.0,0,0,1
1,43.85,87.0,105.74,2,1,1,1,1,13000000.0,122943.06790240212,0.0,0,2019,4,1932.0,2,1,1
1,24.5,97.0,121.88,2,2,1,1,1,19500000.0,159993.43616672134,20.14,0,2019,4,1922.0,3,1,1
10,23.0,61.72727272727273,59.62,2,1,1,1,0,8330000.0,139718.21536397186,0.0,0,2019,4,1957.2727272727273,2,1,0
1,27.01,73.0,129.42,2,2,2,1,0,12500000.0,96584.7627878226,0.0,0,2019,4,1946.0,1,1,0
1,30.52,108.0,200.9,3,2,2,1,1,28190000.0,140318.56645097065,35.05,2100000,2019,4,1911.0,1,1,1
10,16.93,91.375,104.94,5,3,3,1,0,30200000.0,287783.49533066514,0.0,0,2019,4,1927.625,1,1,0
5,25.0,0.0,89.27,1,1,1,1,0,16800000.0,188193.12198947012,0.0,0,2019,4,2019.0,1,1,0
5,0.03,0.0,0.0,0,0,0,1,0,4966.0,165533.33333333337,0.0,0,2019,4,2019.0,1,0,0
5,36.95,100.0,166.57,4,2,2,1,1,26000000.0,156090.5325088551,0.0,0,2019,4,1919.0,2,1,0
5,0.23,0.0,45.77,0,0,0,1,1,2800000.0,61175.442429539005,45.76,0,2019,4,2019.0,0,0,2
2,25.64,72.0,169.71,4,2,2,1,0,9200000.0,54210.12315125803,0.0,0,2019,4,1947.0,1,1,0
2,12.64,64.0,37.59,2,1,1,1,0,6000000.0,159616.9193934557,0.0,0,2019,4,1955.0,2,1,0
2,29.12,61.0,110.45,0,0,0,0,0,15000000.0,135808.0579447714,0.0,0,2019,4,1958.0,2,2,0
2,16.41,72.0,93.13,3,1,1,1,0,11300000.0,121335.76720712984,0.0,0,2019,4,1947.0,3,1,0
2,37.48,68.0,32.26,5,3,2,1,0,6300000.0,195288.28270303784,0.0,0,2019,4,1951.0,1,1,0
2,17.72,69.95238095238095,70.7,1,1,1,1,0,9080000.0,128429.98585572846,0.0,0,2019,4,1949.047619047619,1,1,0
2,34.85,70.0,120.38,3,2,2,1,0,10700000.0,88885.19687655757,0.0,0,2019,4,1949.0,1,1,0
2,20.51,70.0,103.8,3,2,2,1,0,12500000.0,120423.89210019268,0.0,0,2019,4,1949.0,2,1,0
2,3.86,90.0,49.17,0,0,0,0,1,7100000.0,144396.99003457392,22.7,0,2019,4,1929.0,1,1,2
8,3.31,98.0,56.58,1,1,1,1,1,11000000.0,194414.9876281372,0.0,0,2019,4,1921.0,1,1,0
8,13.52,65.0,82.27,3,2,2,1,1,13000000.0,158016.28783274585,0.0,0,2019,4,1954.0,1,1,0
6,8.32,105.0,83.18,2,2,2,1,1,17300000.0,207982.68814618894,0.0,0,2019,4,1914.0,1,1,0
8,18.03,67.0,261.68,6,1,0,1,1,50680000.0,193671.6600428004,0.0,0,2019,4,1952.0,2,3,0
6,20.88,75.0,111.77,3,2,2,1,1,18300000.0,163729.08651695447,0.0,0,2019,4,1944.0,1,1,0
8,12.82,99.0,103.98,0,1,1,1,1,15000000.0,144258.51125216388,34.65,0,2019,4,1920.0,1,1,1
8,2.28,97.0,24.66,1,1,1,1,1,4960000.0,201135.44201135446,0.0,0,2019,4,1922.0,1,1,0
8,3.68,68.0,43.1,1,1,1,1,1,6500000.0,150812.0649651972,0.0,0,2019,4,1951.0,1,1,0
6,28.63,75.0,99.74,3,2,2,1,0,12670000.0,127030.27872468415,0.0,0,2019,4,1944.0,1,1,0
6,164.0,0.0,0.0,0,0,0,1,0,2100000.0,12804.878048780489,0.0,0,2019,4,2019.0,1,0,0
6,24.77,68.0,80.3,3,2,1,1,0,9500000.0,118306.35118306351,0.0,0,2019,4,1951.0,1,1,0
8,44.5,61.0,100.42,5,0,5,1,0,17630000.0,175562.63692491536,0.0,0,2019,4,1958.0,1,1,0
6,33.23,84.0,119.88,3,2,2,1,1,18150000.0,151401.4014014014,0.0,0,2019,4,1935.0,1,1,0
8,15.61,68.0,134.9,3,2,2,1,1,18000000.0,133432.17197924387,0.0,0,2019,4,1951.0,1,1,0
8,30.57,62.0,325.48,0,0,0,0,1,60000000.0,184343.12400147476,0.0,0,2019,3,1957.0,3,2,0
8,19.94,104.0,320.8,3,2,2,1,1,63000000.0,196384.03990024934,95.04,0,2019,4,1915.0,1,1,2
6,31.91,107.0,140.86,2,2,2,1,1,27500000.0,195229.30569359649,25.22,1300000,2019,3,1912.0,1,1,1
6,73.44,86.0,175.59,3,2,2,1,1,11800000.0,67202.00466996981,0.0,0,2019,4,1933.0,1,1,1
8,24.04,68.0,126.04,1,1,1,1,1,42000000.0,333227.5468105363,0.0,0,2019,4,1951.0,1,1,0
8,19.58,0.0,0.0,0,0,0,1,0,3200000.0,163432.0735444331,0.0,0,2019,4,2019.0,1,0,0
6,7.1,72.0,56.07,1,1,1,1,1,9000000.0,160513.6436597111,0.0,0,2019,4,1947.0,2,1,0
2,9.48,108.0,137.07,2,2,1,1,1,21480000.0,156708.2512584811,43.22,1900000,2019,3,1911.0,2,1,1
9,35.89,86.0,169.14,3,2,2,1,1,34500000.0,203973.0400851366,0.0,0,2019,3,1933.0,1,1,0
4,57.08,103.0,344.32,3,2,3,1,1,75580000.0,219505.1115241636,55.14,0,2019,4,1916.0,1,1,2
4,45.0,0.0,0.0,0,0,0,1,0,12733200.0,282960.0,0.0,0,2019,4,2019.0,1,0,0
9,15.75,0.0,0.0,0,0,0,1,0,589350.0,37419.04761904762,0.0,0,2019,4,2019.0,1,0,0
9,11.38,73.0,61.32,2,2,1,1,0,13000000.0,212002.60926288326,0.0,0,2019,3,1946.0,1,1,0
9,27.0,63.0,76.01,3,2,2,1,0,16000000.0,210498.6186028154,0.0,0,2019,4,1956.0,1,1,0
11,22.0,0.0,0.0,0,0,0,1,0,860860.0,39130.0,0.0,0,2019,3,2019.0,1,0,0
8,50.89,107.0,298.05,4,2,2,1,1,85090000.0,285489.0119107532,40.87,2900000,2019,4,1912.0,1,1,1
8,0.15,0.0,40.88,0,0,0,1,1,3200000.0,78277.88649706457,0.0,3200000,2019,4,2019.0,0,0,1
4,15.2,77.0,56.25,1,2,1,1,0,8580000.0,152533.33333333337,0.0,0,2019,4,1942.0,2,1,0
4,43.93,63.4,105.1,3,2,2,1,0,10800000.0,102759.2768791627,0.0,0,2019,4,1955.6,1,1,0
9,3.01,79.0,36.7,0,1,1,1,1,8250000.0,224795.6403269755,0.0,0,2019,4,1940.0,1,1,0
11,9.13,0.0,0.0,0,0,0,1,0,1324800.0,145104.05257393207,0.0,0,2019,4,2019.0,1,0,0
9,21.96,75.0,178.5,3,2,2,1,1,56700000.0,317647.0588235294,0.0,0,2019,4,1944.0,1,1,0
9,11.5,59.0,51.19,1,1,1,1,1,11500000.0,224653.25258839622,0.0,0,2019,4,1960.0,3,1,0
11,35.32,107.0,413.7,0,0,0,0,0,231200000.0,558859.076625574,75.12,0,2019,3,1912.0,2,1,2
11,296.0,65.0,1245.67,0,0,0,0,0,492470000.0,395345.47673139756,0.0,0,2018,2,1953.0,3,9,0
7,5.16,103.0,36.49,3,2,3,1,1,8000000.0,219238.14743765414,0.0,0,2019,4,1916.0,2,1,1
7,12.84,74.0,90.61,3,2,1,1,1,13000000.0,143472.0229555237,0.0,0,2019,4,1945.0,2,1,0
3,8.08,70.0,39.34,1,1,1,1,0,3900000.0,99135.73970513472,0.0,0,2019,4,1949.0,1,1,0
3,30.52,67.0,107.64,3,2,2,1,0,10780000.0,100148.6436269045,0.0,0,2019,3,1952.0,2,1,0
3,12.89,87.0,109.39,3,1,2,1,1,13900000.0,127068.28777767619,0.0,0,2019,4,1932.0,1,1,0
7,147.5,0.0,0.0,0,0,0,1,0,7495992.0,50820.28474576272,0.0,0,2019,4,2019.0,1,0,0
7,33.11,0.0,0.0,0,0,0,1,0,1752400.0,52926.60827544549,0.0,0,2019,4,2019.0,9,0,0
7,13.24,0.0,0.0,0,0,0,1,0,700000.0,52870.09063444108,0.0,0,2019,4,2019.0,8,0,0
7,37.45,75.0,139.32000000000002,4,2,2,1,0,22000000.0,157909.84783232847,0.0,0,2019,4,1944.0,1,1,0
3,16.24,67.0,109.87,0,1,1,1,1,13000000.0,118321.65286247384,0.0,0,2019,4,1952.0,1,1,0
7,23.56,108.0,132.93,2,1,1,1,1,14660000.0,110283.60791393968,40.67,0,2019,4,1911.0,1,1,1
7,43.0,61.0,141.76,3,1,2,1,0,18621800.0,131361.4559819413,0.0,0,2019,4,1958.0,1,2,0
3,47.42,0.0,0.0,0,0,0,1,0,1864200.0,39312.526360185584,0.0,0,2019,4,2019.0,1,0,0
12,17.94,78.0,139.44,2,2,2,1,0,25900000.0,185742.9718875502,0.0,0,2019,4,1941.0,4,1,0
12,22.49,79.36842105263158,131.98000000000002,4,2,2,1,1,28880000.0,218821.03348992264,0.0,0,2019,4,1939.6315789473686,3,1,0
12,12.55,72.0,139.04,3,2,1,1,1,25000000.0,179804.37284234754,0.0,0,2019,4,1947.0,1,1,0
12,16.72,66.0,127.42,3,1,2,1,1,32500000.0,255061.99968607753,0.0,0,2019,4,1953.0,4,1,0
12,19.99,76.375,178.26000000000005,5,2,3,1,1,48500000.0,272074.4979243801,0.0,0,2019,4,1942.625,1,1,0
12,12.35,65.0,139.8,4,2,2,1,1,15000000.0,107296.1373390558,0.0,0,2019,4,1954.0,2,1,0
10,3.9,97.0,35.14,2,1,1,1,1,10350000.0,294536.14114968694,0.0,0,2019,4,1922.0,2,1,0
1,58.83,77.0,130.08,5,3,2,1,0,14680000.0,112853.62853628535,0.0,0,2019,3,1942.0,1,1,0
1,41.52,96.0,183.09,3,2,2,1,1,27150000.0,148287.7273472063,36.75,2000000,2019,3,1923.0,2,1,1
5,9.6,108.0,111.21,2,2,1,1,1,21000000.0,188831.93957377927,14.26,1500000,2019,4,1911.0,1,1,1
10,27.68,74.41666666666667,96.19,3,2,2,1,1,24500000.0,254704.2312090654,0.0,0,2019,4,1944.583333333333,1,1,0
5,4.48,95.0,34.02,1,1,1,1,1,9100000.0,267489.7119341564,0.0,0,2019,4,1924.0,2,1,0
6,25.4,73.0,99.25,3,2,1,1,0,14300000.0,144080.60453400505,0.0,0,2019,4,1946.0,3,1,0
6,24.16,71.0,79.6,3,2,1,1,0,12000000.0,150753.7688442211,0.0,0,2019,4,1948.0,1,1,0
6,54.34,98.0,246.13,3,2,2,1,1,36280000.0,147401.77954739364,39.52,2000000,2019,3,1921.0,1,1,1
6,12.16,85.0,35.72,2,1,1,1,1,6300000.0,176371.78051511763,0.0,0,2019,4,1934.0,1,1,0
8,11.99,72.0,65.34,3,2,2,1,0,10000000.0,153045.60759106211,0.0,0,2019,4,1947.0,1,1,0
8,10.22,66.0,76.68,1,1,1,1,1,12000000.0,156494.5226917058,0.0,0,2019,4,1953.0,11,1,0
4,16.95,89.0,91.1,2,2,1,1,1,15880000.0,174313.9407244786,0.0,0,2019,4,1930.0,1,1,1
11,28.8,0.0,0.0,0,0,0,1,0,5750000.0,199652.77777777772,0.0,0,2019,4,2019.0,1,0,0
11,0.24,94.0,44.87000000000001,0,0,0,1,1,2700000.0,60173.83552484956,44.87,2700000,2019,4,1925.0,0,0,1
11,21.81,74.0,119.85,3,2,2,1,1,31900000.0,266166.0408844389,0.0,0,2019,4,1945.0,1,1,0
7,20.08,97.0,143.69,2,2,1,1,1,30460000.0,211984.13250748138,42.51,2500000,2019,4,1922.0,1,1,1
7,45.75,0.0,0.0,0,0,0,1,0,2352800.0,51427.32240437158,0.0,0,2019,4,2019.0,1,0,0
3,48.5,62.0,90.67,3,1,1,1,0,10500000.0,115804.56600860262,0.0,0,2019,4,1957.0,1,1,0
3,12.91,84.0,45.96,1,1,1,1,1,7880000.0,171453.43777197562,0.0,0,2019,4,1935.0,1,1,0
7,22.14,69.0,104.96,4,2,2,1,0,12600000.0,120045.73170731707,0.0,0,2019,4,1950.0,2,1,0
9,31.0,69.68181818181819,99.77,3,2,2,1,0,21380000.0,214292.8736093014,0.0,0,2019,4,1949.3181818181815,2,1,0
8,17.94,73.0,127.05,3,2,2,1,1,23000000.0,181031.0901219992,0.0,0,2019,4,1946.0,2,1,0
8,1.99,97.0,25.3,0,1,1,1,1,5100000.0,201581.02766798422,0.0,0,2019,4,1922.0,1,1,0
6,74.48,99.0,386.52,5,2,3,1,1,63500000.0,164286.45348235534,70.42,5000000,2019,4,1920.0,1,1,2
6,14.93,84.0,79.11,2,2,1,1,1,17600000.0,222475.03476172415,0.0,0,2019,4,1935.0,1,1,0
2,25.2,0.0,0.0,0,0,0,1,0,506661.0,20105.59523809524,0.0,0,1986,3,1986.0,1,0,0
2,0.92,76.0,5.03,0,0,0,0,1,930000.0,184890.65606361828,0.0,0,2019,4,1943.0,1,1,0
1,459.0,71.0,338.04,6,3,4,1,1,46580000.0,137794.3438646314,0.0,0,2019,4,1948.0,1,1,0
1,53.38,81.0,181.76,4,2,2,1,1,25100000.0,138094.19014084505,22.55,2000000,2019,4,1938.0,1,1,1
10,19.88,99.0,147.67,2,2,1,1,1,27500000.0,186226.0445588136,56.16,3000000,2019,4,1920.0,3,1,1
1,27.01,72.0,80.03,3,2,1,1,0,8880000.0,110958.39060352367,0.0,0,2019,4,1947.0,1,1,0
12,7.26,98.0,71.22999999999998,2,1,1,1,1,18350000.0,257616.17296083114,0.0,0,2019,4,1921.0,1,1,0
12,38.33,103.0,761.87,1,1,2,1,1,215000000.0,282200.3753921273,248.3,0,2019,4,1916.0,1,1,10
12,40.08,0.0,0.0,0,0,0,1,0,3867240.0,96488.0239520958,0.0,0,2019,4,2019.0,1,0,0
12,23.87,67.0,83.62,2,2,2,1,0,16300000.0,194929.4427170533,0.0,0,2019,4,1952.0,3,1,0
3,9.95,101.0,55.76,2,1,1,1,1,12600000.0,225968.4361549498,0.0,0,2019,4,1918.0,1,1,0
7,36.34,76.0,135.14,4,2,2,1,0,20800000.0,153914.45907947313,0.0,0,2019,4,1943.0,1,1,0
7,20.39,65.0,121.73,2,2,2,1,1,20100000.0,165119.52682165446,0.0,0,2019,4,1954.0,2,1,0
7,66.84,98.0,172.33,3,2,2,1,1,30700000.0,178146.5792375094,29.74,0,2019,4,1921.0,1,1,1
7,217.98,0.0,0.0,0,0,0,1,0,11869200.0,54450.86705202312,0.0,0,2019,4,2019.0,2,0,0
7,28.95,72.0,95.64,3,2,2,1,0,15000000.0,156838.14303638643,0.0,0,2019,4,1947.0,4,1,0
7,22.48,75.0,124.9,3,2,2,1,0,23500000.0,188150.52041633305,0.0,0,2019,4,1944.0,1,1,0
7,34.3,107.0,241.91,4,1,2,1,1,64600000.0,267041.4617006325,40.82,2800000,2019,4,1912.0,1,1,1
7,34.96,71.1388888888889,118.25,4,2,2,1,0,21500000.0,181818.18181818182,0.0,0,2019,3,1947.861111111111,1,1,0
7,96.18,77.0,317.15,5,3,4,1,1,45000000.0,141888.69620053607,0.0,0,2019,4,1942.0,1,1,0
7,38.05,69.0,129.53,3,2,2,1,0,15450000.0,119277.38747780435,0.0,0,2019,4,1950.0,5,1,0
11,13.19,74.0,61.99,3,2,2,1,1,4000000.0,64526.53653815131,0.0,0,2019,4,1945.0,1,1,0
11,51.0,0.0,0.0,0,0,0,1,0,2487600.0,48776.470588235294,0.0,0,2019,4,2019.0,1,0,0
11,89.0,56.0,143.02,3,3,3,1,0,48500000.0,339113.4107117885,0.0,0,2019,4,1963.0,1,1,0
11,171.0,0.0,0.0,0,0,0,1,0,77591250.0,453750.0,0.0,0,2019,4,2019.0,1,0,0
4,41.35,89.0,206.3,4,2,2,1,1,36880000.0,178768.78332525448,47.11,0,2019,4,1930.0,1,1,1
9,9.69,107.0,150.15,3,1,2,1,1,44000000.0,293040.29304029304,39.55,3000000,2019,4,1912.0,1,1,1
11,15.68,76.0,145.57,3,2,2,1,1,29000000.0,199216.87160816105,0.0,0,2019,4,1943.0,3,1,0
11,39.63,71.0,107.12,3,2,1,1,1,20000000.0,186706.49738610905,0.0,0,2019,4,1948.0,1,1,0
11,20.0,66.0,77.43,3,2,1,1,0,12350000.0,159498.90223427615,0.0,0,2019,4,1953.0,1,1,0
11,20.06,72.0,114.46,3,2,2,1,0,24680000.0,215621.1777040014,0.0,0,2019,4,1947.0,2,1,0
9,38.25,63.82352941176471,96.52,3,2,1,1,0,17560000.0,181931.2059676751,0.0,0,2019,4,1955.1764705882354,1,1,0
4,27.81,97.0,134.49,3,2,2,1,1,27000000.0,200758.4207004238,0.0,0,2019,4,1922.0,1,1,0
4,18.43,97.0,80.61,2,2,1,1,1,20200000.0,250589.25691601535,0.0,0,2019,4,1922.0,1,1,0
11,1.8,82.0,34.04,0,0,0,1,1,2470000.0,72561.69212690952,0.0,2470000,2019,4,1937.0,0,0,1
9,0.08,82.0,36.31,0,0,0,1,1,2200000.0,60589.36931974664,36.31,2200000,2019,4,1937.0,0,0,1
11,13.6,79.0,120.25,2,2,2,1,0,20500000.0,170478.17047817048,0.0,0,2019,4,1940.0,1,2,0
9,4.49,72.0,52.34,1,1,1,1,1,10800000.0,206343.14100114637,0.0,0,2019,4,1947.0,1,1,0
4,47.87,98.0,406.12,0,0,0,0,1,43310000.0,106643.35664335664,120.24,0,2019,3,1921.0,1,1,4
11,28.0,63.33333333333334,85.07,3,2,1,1,0,23000000.0,270365.5812859998,0.0,0,2019,4,1955.666666666667,1,1,0
11,27.36,75.0,116.54,3,2,2,1,0,15950000.0,136862.8796979578,0.0,0,2019,4,1944.0,1,1,0
11,27.0,61.0,74.25,0,1,2,1,0,23600000.0,317845.1178451179,0.0,0,2019,4,1958.0,1,1,0
9,34.1,62.0,77.73,2,2,1,1,0,14800000.0,190402.67592949953,0.0,0,2019,4,1957.0,1,1,0
11,54.0,56.0,67.5,4,2,2,1,0,21000000.0,311111.11111111107,0.0,0,2019,4,1963.0,1,1,0
2,11.36,69.95238095238095,38.37,2,1,1,1,0,4000000.0,104248.11050299712,0.0,0,2019,4,1949.047619047619,2,1,0
6,42.88,70.0,105.52,3,1,2,1,0,12600000.0,119408.64291129644,0.0,0,2019,4,1949.0,1,1,0
8,6.92,85.0,34.2,1,1,1,1,1,4600000.0,134502.92397660814,0.0,0,2019,4,1934.0,4,1,0
6,65.67,97.0,283.07,5,2,2,1,1,51680000.0,182569.68241071113,65.44,0,2019,4,1922.0,2,1,2
8,27.0,56.66666666666666,70.89,3,3,3,1,0,15380000.0,216955.8470870363,0.0,0,2019,3,1962.333333333333,1,1,0
