Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
5408,16.17,Other,71.4,148.55,3,2,2,1,1,38100000.0,256479.2998990239,0.0,0,2019,4,1947.6,3,1,0
5409,20.29,Address,108.0,222.43,3,2,2,1,1,52600000.0,236478.89223575962,90.84,5800000,2019,4,1911.0,4,1,2
5410,20.29,Address,108.0,177.0,3,2,2,1,1,49000000.0,276836.1581920904,45.42,2900000,2019,4,1911.0,4,1,1
5411,20.11,Address,108.0,169.64999999999995,3,2,2,1,1,48500000.0,285882.6996758032,39.18,2700000,2019,4,1911.0,4,1,1
5412,20.29,Address,108.0,177.0,3,2,2,1,1,49000000.0,276836.1581920904,45.42,2900000,2019,4,1911.0,4,1,1
5413,11.12,Quotient,73.0,121.11,3,2,2,1,1,29000000.0,239451.7380893403,0.0,0,2019,4,1946.0,1,1,0
5557,27.6,Address,108.0,151.32,3,2,2,1,0,56400000.0,372720.0634417129,0.0,0,2019,4,1911.0,1,1,0
5558,49.77,Address,101.0,233.27,3,2,2,1,1,55800000.0,239207.7849702062,6.7,0,2020,1,1919.0,1,1,1
5559,0.81,Address,98.0,32.98,0,0,0,1,1,3450000.0,104608.85385081868,32.98,3450000,2020,1,1922.0,0,0,1
5560,56.83,Address,74.63636363636364,206.33,3,2,2,1,0,27788933.0,134681.98032278387,0.0,0,2019,3,1944.3636363636365,1,1,0
5561,0.0,Others,0.0,30.96,0,0,0,1,0,3600000.0,116279.06976744186,30.96,3600000,2019,4,2019.0,0,0,1
5562,11.2,Other,0.0,0.0,0,0,0,1,0,2021902.0,180526.9642857143,0.0,0,2019,4,2019.0,1,0,0
5587,16.83,Quotient,61.0,80.18,0,2,1,1,0,56800000.0,708406.0863058119,0.0,0,2019,4,1958.0,1,1,0
5588,22.8,Address,106.0,178.53,2,2,2,1,1,39000000.0,218450.68055788946,35.04,2500000,2019,4,1913.0,1,1,1
5589,35.3,Address,70.0,118.74,4,3,3,1,0,26000000.0,218965.80764695976,0.0,0,2019,4,1949.0,2,1,0
5590,10.37,Quotient,98.0,61.48,2,1,1,1,1,21880000.0,355888.09368900454,0.0,0,2019,4,1921.0,1,1,0
5591,13.0,Address,78.0,58.64,1,1,1,1,1,16500000.0,281377.8990450205,0.0,0,2019,4,1941.0,3,1,0
5597,4.59,Quotient,93.0,40.74,2,1,1,1,1,11388888.0,279550.51546391763,0.0,0,2019,4,1926.0,2,1,0
5620,25.33,Address,74.0,128.87,3,2,2,1,1,26980000.0,209358.2680220377,0.0,0,2020,1,1946.0,1,1,0
